dataset_id,figure_group,panel_id,series_id,series_type,condition_id,reaction_id,species,x_value,y_value,error_low,error_high
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,3.500000,0.00000000e+00,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,3.600000,1.42727707e-297,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,3.700000,6.64045510e-247,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,3.800000,4.61735384e-201,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,3.900000,4.79837544e-160,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.000000,7.45248397e-124,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.100000,1.72987066e-92,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.200000,6.00111530e-66,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.300000,3.11140157e-44,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.400000,2.41093731e-27,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.500000,2.79203930e-15,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.600000,4.83240017e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.650000,3.11690261e-06,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.700000,1.25000000e-05,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.750000,3.11690261e-06,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.800000,4.83240017e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.850000,4.65831647e-11,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.900000,2.79203930e-15,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,4.950000,1.04049621e-20,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,5.000000,2.41093731e-27,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,5.020000,2.45685478e-30,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,5.040000,1.60528921e-33,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,5.060000,6.72523270e-37,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,5.080000,1.80651502e-40,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,5.100000,3.11140157e-44,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,5.150000,1.73292912e-54,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,5.200000,6.00111530e-66,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,5.300000,1.72987066e-92,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,5.400000,7.45248397e-124,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r31_no_1pct,line,no_1pct,r31,,5.500000,4.79837544e-160,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,3.500000,-3.56527959e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,3.600000,-5.81847614e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,3.700000,-8.75129475e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,3.800000,-1.21306132e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,3.900000,-1.54967486e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.000000,-1.82450815e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.100000,-1.97969561e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.200000,-1.97969561e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.300000,-1.82450815e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.400000,-1.54967486e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.500000,-1.21306132e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.600000,-8.75129475e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.650000,-7.20895577e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.700000,-5.81847614e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.750000,-4.60132598e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.800000,-3.56527960e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.850000,-2.70696115e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.900000,-2.81848830e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,4.950000,-1.59215862e-06,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,5.000000,-1.92281763e-05,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,5.020000,-2.40091060e-05,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,5.040000,-1.92255850e-05,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,5.060000,-9.87350446e-06,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,5.080000,-3.25390658e-06,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,5.100000,-6.90598117e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,5.150000,-5.38353716e-09,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,5.200000,-2.22216483e-09,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,5.300000,-9.05161573e-10,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,5.400000,-3.39855873e-10,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_base,line,base,r32,,5.500000,-1.17600953e-10,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,3.500000,-7.28901536e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,3.600000,-1.16077687e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,3.700000,-1.70363290e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,3.800000,-2.30436185e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,3.900000,-2.87258393e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.000000,-3.30021447e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.100000,-3.49429038e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.200000,-3.40975527e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.300000,-3.06644243e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.400000,-2.54152860e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.500000,-2.01035519e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.600000,-1.38783180e-06,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.650000,-3.86992398e-06,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.700000,-4.24268915e-06,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.750000,-1.75816449e-06,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.800000,-3.05622033e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.850000,-5.36580159e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.900000,-2.94959253e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,4.950000,-2.10351747e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,5.000000,-1.48368984e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,5.020000,-1.28303151e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,5.040000,-1.10589414e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,5.060000,-9.50105212e-09,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,5.080000,-8.13601499e-09,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,5.100000,-6.94438316e-09,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,5.150000,-4.60770118e-09,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,5.200000,-2.99551697e-09,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,5.300000,-1.19085061e-09,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,5.400000,-4.36304980e-10,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_10_4pct,line,no_10_4pct,r32,,5.500000,-1.47322964e-10,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,3.500000,-8.91319898e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,3.600000,-1.45461904e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,3.700000,-2.18782369e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,3.800000,-3.03265330e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,3.900000,-3.87418714e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.000000,-4.56127038e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.100000,-4.94923902e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.200000,-4.94923902e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.300000,-4.56127038e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.400000,-3.87418715e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.500000,-3.03461307e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.600000,-7.48040469e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.650000,-4.49690294e-06,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.700000,-1.03893772e-05,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.750000,-7.18823693e-06,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.800000,-1.51015246e-06,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.850000,-1.50732719e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.900000,-5.17472170e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,4.950000,-3.66918170e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,5.000000,-2.61965806e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,5.020000,-2.27649112e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,5.040000,-1.97182948e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,5.060000,-1.70237274e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,5.080000,-1.46494679e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,5.100000,-1.25652445e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,5.150000,-8.43994207e-09,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,5.200000,-5.55449827e-09,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,5.300000,-2.26290393e-09,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,5.400000,-8.49639683e-10,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r32_no_1pct,line,no_1pct,r32,,5.500000,-2.94002381e-10,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r33_base,line,base,r33,,3.500000,-3.12386373e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r33_base,line,base,r33,,3.600000,-4.97475803e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r33_base,line,base,r33,,3.700000,-7.30128384e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r33_base,line,base,r33,,3.800000,-9.87583651e-08,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r33_base,line,base,r33,,3.900000,-1.23110740e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r33_base,line,base,r33,,4.000000,-1.41437763e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r33_base,line,base,r33,,4.100000,-1.49755302e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r33_base,line,base,r33,,4.200000,-1.46132369e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r33_base,line,base,r33,,4.300000,-1.31418961e-07,0.00000000e+00,0.00000000e+00
profile_series_v1,ch4_rate_profiles,main,r33_base,line,base,r33,,4.400000,-1.08922356e-07,0.00000000e+00,0.00000000e+00
